core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,wdepth,UK37,include,reference_name,reference_link,notes
GeoB2208-1,MC,0,1,-8.9167,-33.7,3977,0.932,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2212-1,MC,0,1,-4.0317,-25.6233,5521,0.931,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2213-1,MC,0,1,-1.265,-24.1533,4323,0.949,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2215-8,MC,0,1,0.0083,-23.4917,3712,0.946,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2216-2,MC,0,1,0,-23.1017,3914,0.950,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2701-4,MC,0,1,-37.8067,-55.015,576,0.340,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2703-6,MC,0,1,-38.51,-54.2033,1167,0.396,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2703-7,MC,0,2,-38.5133,-54.2017,1162,0.370,0,Conte2006 Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2705-7,MC,0,2,-39.2433,-53.3633,4474,0.421,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2706-6,MC,0,2,-42.3683,-55.535,4700,0.379,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2707-4,MC,0,2,-41.945,-56.3233,3167,0.298,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2708-5,MC,0,2,-41.4183,-57.3,392,0.291,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2712-1,MC,0,2,-43.675,-59.33,1228,0.266,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2714-5,MC,0,2,-43.8633,-57.9967,2361,0.298,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2715-1,MC,0,2,-43.9033,-57.6617,3280,0.292,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2717-8,MC,0,2,-47.1617,-56.4867,4479,0.328,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2718-1,MC,0,2,-47.3067,-58.175,2990,0.242,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2719-1,GBC,0,2,-47.4383,-60.0933,673,0.301,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2719-3,MC,0,1,-47.4417,-60.0933,684,0.299,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2722-1,GBC,0,2,-47.3267,-58.6183,2355,0.263,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2722-2,MC,0,2,-47.3267,-58.62,2351,0.223,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2723-2,MC,0,1,-48.9117,-57.875,569,0.294,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2724-6,GBC,0,2,-47.9617,-56.1717,4783,0.312,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2724-7,MC,0,2,-47.9633,-56.175,4799,0.288,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2727-1,MC,0,2,-48.0133,-56.5383,2803,0.232,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2729-1,MC,1,2,-43.9917,-56.9733,4644,0.383,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2730-1,MC,0,2,-44.475,-53.2483,5817,0.418,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2731-1,MC,0,2,-44.2067,-51.4233,5691,0.433,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2734-2,MC,0,2,-39.29,-54.3417,2272,0.325,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2801-2,MC,0,2,-37.0383,-54.1733,491,0.398,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2802-2,MC,0,2,-37.2067,-53.9817,1007,0.398,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2803-1,MC,0,2,-37.4067,-53.7033,1162,0.416,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2804-2,MC,0,2,-37.5367,-53.5367,1836,0.402,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2805-1,MC,0,2,-37.605,-53.4433,2743,0.420,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2806-6,MC,0,2,-37.8317,-53.1367,3542,0.437,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2807-1,MC,0,2,-38.4683,-52.32,4481,0.446,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2808-3,MC,0,2,-37.0083,-50.6317,4541,0.494,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2809-2,MC,0,2,-36.3317,-51.5217,3539,0.484,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2810-2,MC,0,2,-35.98,-51.9783,2909,0.484,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2811-1,MC,0,2,-35.7533,-52.27,1789,0.461,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2812-3,MC,0,2,-35.6017,-52.3867,1041,0.476,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2813-1,MC,0,2,-35.5317,-52.5617,508,0.499,0,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,*average of 0-1  1-2 cm
GeoB2814-3,MC,1,2,-37.5967,-39.0717,4949,0.570,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2817-3,MC,0,2,-30.915,-38.0733,2943,0.731,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2818-1,MC,0,2,-30.8733,-38.17,3110,0.767,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2819-2,MC,0,2,-30.8483,-38.3433,3435,0.759,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2820-1,MC,0,2,-30.8217,-38.4383,3606,0.760,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2821-2,MC,0,2,-30.4533,-38.8167,3936,0.750,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2824-1,MC,0,2,-33.4983,-42.4983,4512,0.568,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2825-3,MC,0,2,-32.5,-41.4317,4352,0.613,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2826-1,MC,0,2,-31.9017,-40.97,3959,0.627,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2827-2,MC,0,2,-31.4783,-40.7283,3702,0.808,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2828-1,MC,0,2,-31.475,-40.7183,3741,0.754,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2829-3,MC,0,2,-30.8733,-43.43,3523,0.789,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB2830-1,MC,0,2,-29.02,-44,3815,0.805,1,Conte2006  Benthien2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0637(00)00030-3,
GeoB3005-3,MC,-999,-999,14.97,54.37,2314,0.938,1,Conte2006  Budziak2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1999pa000433,
Med (station 5),MC,-999,-999,42.9,4.97,600,0.560,1,Conte2006  Cacho1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0146-6380(99)00038-8,
Med (station 6),MC,-999,-999,42.8,5.03,1200,0.530,1,Conte2006  Cacho1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0146-6380(99)00038-8,
Med (station 8),MC,-999,-999,42.8,4.73,600,0.570,1,Conte2006  Cacho1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0146-6380(99)00038-8,
Med (station 9),MC,-999,-999,42.7,4.82,1200,0.550,1,Conte2006  Cacho1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0146-6380(99)00038-8,
BOFS31K/1K,KC,0,1,18.998,-20.162,3300,0.735,1,Conte2006  Chapman1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/96pa00041,
F2-92-P3,PC,0,3,35.623,-121.438,799,0.522,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
F2-92-P34,PC,0,1,35.031,-121.226,610,0.520,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
V1-81-G15,GC,0,3,33.347,-120.43,1430,0.539,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8709A-01BC,BC,0,0,41.542,-131.262,3680,0.452,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8709A-06BC,BC,0,0,42.253,-127.638,2914,0.454,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8709A-09BC,BC,0,1,42.078,-125.822,2814,0.420,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8709A-13TC,PC,0.5,0.5,42.117,-125.75,2712,0.416,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8709A-8TC,PC,0.5,0.5,42.257,-127.678,3111,0.427,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8809A-21GC,GC,1,1,41.14,-126.907,2799,0.382,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8809A-29GC,GC,1,1,41.803,-129.005,3288,0.422,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8809A-31GC,GC,1,1,41.678,-130.007,3136,0.401,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8909A-48GC,GC,2,2,41.333,-132.667,3670,0.367,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
W8909A-57GC,GC,1,1,41.583,-130.617,3330,0.456,1,Conte2006  Doose1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97pa00821,
TR163-19,PC,-999,-999,2.26,-90.95,2348,0.894,1,Conte2006  Dubois2009,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/2009pa001781,
TR163-22,PC,-999,-999,0.5,-92.4,2830,0.856,1,Conte2006  Dubois2009,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/2009pa001781,
AHF-11343,PC,0,2,32.8,-119.857,1171,0.572,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
AHF-16832,PC,0,2,31.867,-118.117,1829,0.619,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
AHF-28181,PC,0,2,33.012,-119.06,1756,0.556,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALBX-104,-999,0,2,40.77,-124.77,1330,0.464,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALBX-125,-999,0,2,40.867,-124.717,925,0.447,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALBX-167,BC,0,2,35.467,-121.517,940,0.511,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALBX-170,BC,0,2,35.467,-122.017,1545,0.525,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALBX-61,-999,0,2,40.083,-124.683,940,0.474,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CALGRKK-173,-999,0,2,35.467,-122.017,1540,0.524,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
CH-94-16,-999,0,2,25.72,-112.72,540,0.737,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
EW9504-03PC,PC,0,2,32.05,-117.58,1299,0.585,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
EW9504-04PC,PC,0,2,32.04,-118.4,1759,0.607,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
EW9504-09PC,PC,0,2,32.95,-119.95,1194,0.562,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F2-92-P1,PC,0,2,35.13,-122.13,1325,0.515,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F2-92-P4,PC,0,2,35.7,-121.7,915,0.520,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F2-92-P42,PC,0,2,35.43,-121.43,725,0.515,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F2-92-P44,PC,0,2,35.52,-121.52,610,0.511,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F2-92-P5,PC,0,2,35.82,-121.82,1005,0.512,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F8-90-G12,GC,0,2,37.42,-123.42,3120,0.474,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F8-90-G21,GC,0,2,37.223,-123.243,1605,0.498,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F8-90-G3,GC,0,2,37.2,-123.2,1545,0.473,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F8-90-G5,GC,0,2,37.18,-123.18,960,0.499,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
F8-90-G7,GC,0,2,37.12,-123.12,795,0.495,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
L13-81-G121,GC,0,2,38.05,-124.05,3579,0.449,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
L13-81-G127,GC,0,2,38.65,-123.65,695,0.500,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
L13-81-G145,GC,0,2,38.68,-123.68,698,0.498,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
L13-81-G151,GC,0,2,38.63,-123.63,1130,0.472,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
L13-81-G155,GC,0,2,38.82,-123.82,2862,0.461,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
ODP 893B,Drill,0,2,34.288,-120.036,588,0.563,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-14,BC,0,2,23.18,-111.18,530,0.820,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-19,BC,0,2,23.05,-111.05,1222,0.826,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-20,BC,0,2,23.05,-111.05,1244,0.810,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-24,BC,0,2,23.9,-110.9,380,0.826,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-41,BC,0,2,23.73,-111.73,265,0.809,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-47,BC,0,2,23.68,-111.68,370,0.807,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-50,BC,0,2,23.13,-111.13,462,0.832,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-51,BC,0,2,24.45,-111.45,403,0.829,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
RGS0487BC-9,BC,0,2,23.08,-111.08,381,0.823,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
SB871,-999,0,2,34.02,-120.02,590,0.576,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
SBBX- 1,BC,0,2,34.05,-120.05,590,0.537,1,Conte2006  Herbert1998,http://dx.doi.org/10.1029/98PA00069  http://dx.doi.org/10.1029/2005GC001054,
ODP 1012,Drill,-999,-999,32.28,-118.38,1772,0.603,1,Conte2006  Herbert2001,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1126/science.1059209,
TSP-2MC,MC,0,1,-48.127,146.9,2283,0.448,1,Conte2006  Ikehara1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/97gl00429,
OPPWG_2212,BC,0,0.4,34.2,-120.017,590,0.500,1,Conte2006  Kennedy1992,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1038/357062a0,
GeoB3301-1,MC,0,1,-33.147,-71.982,969,0.590,1,Conte2006  Kim2002,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0277-3791(02)00012-4,
GeoB3368-4,MC,0,1,-30.36,-71.958,3240,0.628,1,Conte2006  Kim2002,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0277-3791(02)00012-4,
GeoB3374-1,MC,0,1,-27.473,-71.172,1352,0.656,1,Conte2006  Kim2002,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0277-3791(02)00012-4,
GeoB3313-1,GC,0,1,-41,-74.45,852,0.507,1,Conte2006  Lamy2002,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/2001pa000727,
BOFS/Multicore,MC,0,4.6,59.017,-21.817,3070,0.400,1,Conte2006  Madureira1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/94pa03299,
MW-87-8 BC3,BC,0,1,-15.103,-75.702,253,0.710,1,Conte2006  Mccaffrey1990,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(90)90399-6,
MW-87-8 BC7,BC,0,1,-14.94,-73.61,105,0.653,1,Conte2006  Mccaffrey1990  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,*average of Sikes and Mccaffrey value
GeoB1005-2,GBC,3,4,-6.235,11.502,237,0.912,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1006-2,GBC,0,2,-6.287,11.302,682,0.903,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1007-2,GBC,3,4,-6.397,10.938,1533,0.902,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1008-6,GBC,0,2,-6.593,10.318,3100,0.905,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1010-3,GBC,0,2,-7.428,7.42,4474,0.876,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1015-2,GBC,3,4,-11.778,12.847,1638,0.894,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1016-2,GBC,3,4,-11.587,11.697,3410,0.879,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1017-3,GBC,0,2,-11.74,10.55,3809,0.918,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1020-1,GBC,0,2,-17.168,11.548,110,0.724,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1023-2,GBC,0,2,-17.162,11.01,1965,0.718,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1024-3,GBC,0,2,-17.162,10.682,2801,0.701,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1025-2,GBC,0,2,-17.165,10.242,3565,0.710,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1026-3,GBC,0,2,-17.17,8.907,4601,0.772,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1027-2,GBC,0,2,-19.655,9.138,2668,0.704,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
GeoB1028-2,MC,0,1,-20.09,9.17,2217,0.696,1,Conte2006  Muller1998,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1016/s0016-7037(98)00097-0,
