sampleID,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,RI_zhang16,RI_zhang16_revised,RI_0to5,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
TEXAS_PSM_RR00327,GeoB2805-1,MC,0.0,1.0,-37.605,-53.443,2743.0,0.468,0.4531,0.0447,0.0249,0.0043,0.4629,0.0101,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9993999999999998,2.4724,2.4724,5.790697674418604,0.13512525141707807,0.4531,include,-37.625,-53.375,2700.0,16.70799,10.0,16.2061,16.503178,6.057752,6.1251745,6.0773535,13.0,Eastern South America Offshore,0.5388505,-0.07085048627853391
TEXAS_PSM_RR00328,CB1 MC15,BC,0.0,2.0,46.75,-128.0,2700.0,0.47,0.434,0.0846,0.0547,0.0035,0.4062,0.0169,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8969,2.32,2.32,15.628571428571428,0.25234140307474817,0.434,include,46.625,-128.125,2700.0,12.496409,40.0,10.8341,12.005634,2.6742663,4.0893126,3.0067325,45.0,WA-OR Columbia River Outflow,0.49124706,-0.021247057914733913
TEXAS_PSM_RR00329,TSP-2,MC,0.0,1.0,-48.127,146.9,2283.0,0.471,0.4492,0.0709,0.0411,0.0055,0.4167,0.0166,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9028,2.3361,2.3361,7.472727272727273,0.21332607116920846,0.4492,include,-48.125,146.875,2300.0,10.1177,950.0,5.25501,8.172025,14.607896,28.80985,20.471157,41.0,Tasman-Antarctica 140E Transect,0.45067093,0.020329072237014745
TEXAS_PSM_RR00330,BS 05E-564,BC,0.0,1.0,44.0,30.5,564.0,0.473,0.4058,0.0328,0.015,0.0035,0.5319,0.0109,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.2445000000000004,2.7873000000000006,2.7873000000000006,4.285714285714286,0.08634909947820232,0.4058,include,43.875,30.375,550.0,14.94939,20.0,11.73561,13.904981,0.11358179,0.100539714,0.102320574,6.0,Black Sea,0.51135033,-0.038350333690643335
TEXAS_PSM_RR00331,GeoB8340-1,MC,0.0,1.0,-30.317,14.825,600.0,0.474,0.4507,0.0713,0.042,0.0073,0.4137,0.015,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8920000000000001,2.3207000000000004,2.3207000000000004,5.7534246575342465,0.21955215729109778,0.4507,include,-30.375,14.875,600.0,17.91069,60.0,15.6931095,17.138906,0.627298,4.369972,1.4095165,36.0,South Africa Offshore,0.54557925,-0.0715792546272278
TEXAS_PSM_RR00332,GeoB6418-3,GBC,0.0,1.0,-38.427,-21.535,4126.0,0.475,0.4194,0.0723,0.0417,0.0068,0.443,0.0169,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0157,2.4755999999999996,2.4755999999999996,6.132352941176471,0.20802479765799897,0.4194,include,-38.375,-21.625,4100.0,15.310691,55.0,14.61051,15.121418,5.560685,6.2668824,5.7054095,37.0,South Atlantic Gyre,0.52422553,-0.04922553300857546
TEXAS_PSM_RR00333,GeoB8305-1,MC,0.0,1.0,-33.478,17.177,712.0,0.475,0.4954,0.0649,0.0382,0.0068,0.3808,0.0138,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.7401,2.1347,2.1347,5.617647058823529,0.21783944499504457,0.4954,include,-33.375,17.125,700.0,17.17961,40.0,15.776291,16.63454,0.6800788,2.9138074,1.1124089,36.0,South Africa Offshore,0.5402409,-0.0652408838272095
TEXAS_PSM_RR00334,CB2 MC19,BC,0.0,2.0,46.767,-125.833,2700.0,0.475,0.4052,0.0704,0.0466,0.0037,0.4606,0.0135,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0711,2.5452,2.5452,12.594594594594595,0.20292535305985204,0.4052,include,46.875,-125.875,2700.0,12.478709,30.0,11.0317,11.983117,1.556959,3.0919752,1.9363902,45.0,WA-OR Columbia River Outflow,0.49100876,-0.016008758544921897
TEXAS_PSM_RR00335,GeoB8314-1,MC,0.0,1.0,-32.499,15.813,1977.0,0.476,0.496,0.0763,0.0457,0.0075,0.3585,0.016,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.6882,2.0627,2.0627,6.093333333333333,0.2569444444444445,0.496,include,-32.375,15.875,2000.0,18.188509,60.0,16.21079,17.500929,0.7204397,4.1241436,1.4595029,36.0,South Africa Offshore,0.549411,-0.07341099882125857
TEXAS_PSM_RR00336,AII-107-6-20,PC,0.0,1.0,-54.857,-17.952,4119.0,0.48,0.4539,0.0613,0.0295,0.0065,0.4284,0.0205,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9354,2.3843,2.3843,4.538461538461538,0.17813987550347857,0.4539,include,-54.875,-17.875,4100.0,1.74551,95.0,1.21529,1.5505259,23.67213,27.686071,24.671284,40.0,Southern Ocean Front-Atlantic,0.38058686,0.09941313743591307
TEXAS_PSM_RR00337,GeoB8313-1,MC,0.0,1.0,-32.123,15.944,1090.0,0.48,0.489,0.0726,0.0439,0.0073,0.3714,0.0157,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.7307,2.1178,2.1178,6.013698630136987,0.24231747895870032,0.489,include,-32.125,15.875,1100.0,18.10409,60.0,15.99021,17.346407,0.66908336,4.1942854,1.4568812,36.0,South Africa Offshore,0.5477755,-0.06777550697326662
TEXAS_PSM_RR00338,WM5 MC20,BC,0.0,2.0,46.75,-125.2,1000.0,0.48,0.4304,0.0617,0.0385,0.0038,0.451,0.0147,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0129,2.4786,2.4786,10.131578947368421,0.18255222046691238,0.4304,include,46.625,-125.125,1000.0,12.1644,25.0,10.702909,11.559905,1.3958832,3.6307611,1.899154,45.0,WA-OR Columbia River Outflow,0.48652932,-0.006529320478439349
TEXAS_PSM_RR00339,NP-07-13-61,MC,0.0,1.0,78.907,12.405,73.0,0.481,0.5472,0.0171,0.0088,0.0045,0.4198,0.0025,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.7374,2.1597000000000004,2.1597000000000004,1.9555555555555557,0.06715263971725205,0.5472,include,78.875,12.375,75.0,,,,,nan,nan,nan,14.0,Greenland Sea,,
TEXAS_PSM_RR00340,BOFS 5K 0-1,KC,0.0,1.0,50.865,-21.688,3547.0,0.482,0.4118,0.0705,0.0414,0.0051,0.4522,0.0189,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.053,2.5241000000000002,2.5241000000000002,8.117647058823529,0.19894575752423058,0.4118,include,50.875,-21.625,3500.0,12.77639,50.0,12.0102,12.516158,2.9770703,3.8219042,3.1639936,26.0,North Atlantic,0.49665064,-0.01465063619613649
TEXAS_PSM_RR00341,GeoB2812-3,MC,0.0,1.0,-35.602,-52.387,1041.0,0.484,0.4058,0.0261,0.0137,0.0038,0.5438,0.0069,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.2677,2.8184,2.8184,3.6052631578947367,0.07336362106680129,0.4058,include,-35.625,-52.375,1050.0,19.1763,10.0,18.94399,19.121717,2.7727683,2.8552594,2.7985048,13.0,Eastern South America Offshore,0.566566,-0.08256599044799806
TEXAS_PSM_RR00342,GeoB8310-1,MC,0.0,1.0,-32.909,16.382,1995.0,0.484,0.5038,0.0694,0.0417,0.007,0.3616,0.0165,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.6862,2.0643,2.0643,5.957142857142857,0.23800886739218058,0.5038,include,-32.875,16.375,2000.0,17.9456,60.0,15.86489,17.19907,0.7526566,4.9477625,1.7566127,36.0,South Africa Offshore,0.546216,-0.062216011047363295
TEXAS_PSM_RR00343,GeoB8336-5,MC,0.0,1.0,-29.21,12.344,3626.0,0.488,0.4428,0.0903,0.06,0.0067,0.381,0.0192,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8312,2.2314000000000003,2.2314000000000003,8.955223880597014,0.28176597272074655,0.4428,include,-29.125,12.375,3600.0,18.71171,65.0,17.0609,18.270245,0.5205138,2.3633318,0.83654076,36.0,South Africa Offshore,0.5575537,-0.06955370855331422
TEXAS_PSM_RR00344,GeoB8306-1,MC,0.0,1.0,-33.741,16.843,1924.0,0.488,0.4806,0.0709,0.045,0.0071,0.381,0.0154,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.7678,2.1642,2.1642,6.338028169014084,0.23681170581440125,0.4806,include,-33.625,16.875,1900.0,17.80531,65.0,15.481,16.951757,0.8641368,5.762423,2.0349858,36.0,South Africa Offshore,0.5435984,-0.05559841346740724
TEXAS_PSM_RR00345,BS 06E-335,BC,0.0,1.0,44.5,35.0,335.0,0.491,0.3819,0.0332,0.0175,0.0035,0.5527,0.0111,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.3339,2.8976999999999995,2.8976999999999995,5.0,0.0877022653721683,0.3819,include,44.375,34.875,325.0,15.1453,20.0,11.255191,13.625366,0.093816146,0.079139315,0.081623316,6.0,Black Sea,0.50839084,-0.017390843868255623
TEXAS_PSM_RR00346,GeoB6420-2,GBC,0.0,1.0,-37.158,-22.148,3998.0,0.494,0.3929,0.0761,0.0488,0.0072,0.4567,0.0182,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0949,2.5698000000000003,2.5698000000000003,6.777777777777779,0.21762767710049427,0.3929,include,-37.125,-22.125,4000.0,16.0663,50.0,15.222791,15.813812,4.312825,4.7899556,4.4023027,37.0,South Atlantic Gyre,0.53155404,-0.03755404329299927
TEXAS_PSM_RR00347,GeoB8301-5,MC,0.0,1.0,-34.775,17.699,1941.0,0.494,0.5178,0.0769,0.0496,0.0077,0.3303,0.0177,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.5912,1.9392,1.9392,6.441558441558441,0.27830775611779346,0.5178,include,-34.875,17.625,1950.0,18.58789,50.0,16.94049,18.081276,1.1915016,3.1902971,1.5095602,36.0,South Africa Offshore,0.5555536,-0.061553615093231207
TEXAS_PSM_RR00348,GeoB8337-5,MC,0.0,1.0,-29.408,13.178,3079.0,0.494,0.4499,0.0844,0.0572,0.0069,0.3833,0.0183,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8258999999999999,2.2274999999999996,2.2274999999999996,8.289855072463768,0.2699509180149064,0.4499,include,-29.375,13.125,3100.0,18.512291,65.0,16.705309,18.011345,0.527644,2.9028993,0.9426369,36.0,South Africa Offshore,0.5548134,-0.06081338500976563
TEXAS_PSM_RR00349,GeoB8303-5,MC,0.0,1.0,-34.261,16.785,3447.0,0.497,0.4635,0.0758,0.0502,0.0072,0.386,0.0173,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.811,2.2143,2.2143,6.972222222222222,0.24827586206896554,0.4635,include,-34.375,16.875,3400.0,18.44991,55.0,16.97339,18.002396,1.1260563,3.4671295,1.5285974,36.0,South Africa Offshore,0.55471873,-0.05771873283386231
TEXAS_PSM_RR00350,GeoB2806-6,MC,0.0,1.0,-37.832,-53.137,3542.0,0.497,0.4456,0.0491,0.0308,0.0052,0.4567,0.0126,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0035,2.4728000000000003,2.4728000000000003,5.923076923076923,0.1534992784992785,0.4456,include,-37.875,-53.125,3500.0,17.2873,10.0,16.87719,17.124828,4.6845045,4.736963,4.6995955,13.0,Eastern South America Offshore,0.54543024,-0.04843024301528931
TEXAS_PSM_RR00351,GeoB8311-1,MC,0.0,1.0,-32.365,16.31,2535.0,0.499,0.492,0.0705,0.0454,0.0073,0.3674,0.0174,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.7224,2.1072,2.1072,6.219178082191781,0.24251968503937008,0.492,include,-32.375,16.375,2500.0,17.70779,60.0,15.2836,16.774458,0.5907855,5.871126,2.0249517,36.0,South Africa Offshore,0.5417218,-0.04272182083129883
TEXAS_PSM_RR00352,GeoB8316-1,MC,0.0,1.0,-32.74,15.734,2667.0,0.499,0.4617,0.0768,0.0512,0.0074,0.3849,0.018,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8130000000000002,2.2159,2.2159,6.918918918918919,0.2515326026379342,0.4617,include,-32.625,15.625,2700.0,18.369009,60.0,16.70049,17.829535,0.8564937,3.5097427,1.3709692,36.0,South Africa Offshore,0.5528891,-0.053889108657836915
TEXAS_PSM_RR00353,GeoB8307-5,MC,0.0,1.0,-33.834,16.5,2668.0,0.501,0.4551,0.0748,0.0494,0.0076,0.3951,0.0181,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8492000000000002,2.2624,2.2624,6.5,0.2418348623853211,0.4551,include,-33.875,16.375,2700.0,18.24399,75.0,15.72351,17.389677,1.0172597,6.449403,2.372904,36.0,South Africa Offshore,0.5482335,-0.0472335090637207
TEXAS_PSM_RR00354,IS-S3,MC,0.0,0.5,48.267,-9.709,497.0,0.501,0.4116,0.0678,0.0427,0.0106,0.4525,0.0147,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0538000000000003,2.5210000000000004,2.5210000000000004,4.028301886792453,0.205847356790753,0.4116,include,48.375,-9.625,500.0,13.932309,45.0,13.0133095,13.605845,2.5290349,4.2961106,2.972,26.0,North Atlantic,0.5081842,-0.007184194564819335
TEXAS_PSM_RR00355,GeoB6419-1,GBC,0.0,1.0,-37.774,-21.864,3568.0,0.502,0.4392,0.0685,0.0436,0.009,0.4231,0.0166,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9415,2.3812,2.3812,4.844444444444445,0.21594151212553497,0.4392,include,-37.875,-21.875,3600.0,15.568291,55.0,14.7851095,15.353582,5.124386,5.813336,5.264012,37.0,South Atlantic Gyre,0.52668285,-0.024682853698730467
TEXAS_PSM_RR00356,GeoB8308-2,MC,0.0,1.0,-33.92,16.268,3162.0,0.504,0.4523,0.078,0.053,0.0078,0.3906,0.0184,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8434,2.2524,2.2524,6.794871794871795,0.25337714494341,0.4523,include,-33.875,16.375,3200.0,18.39929,75.0,16.0684,17.656385,1.0836937,6.1447973,2.3190012,36.0,South Africa Offshore,0.5510564,-0.0470563850402832
TEXAS_PSM_RR00357,GeoB8315-5,MC,0.0,1.0,-32.888,15.695,2996.0,0.505,0.463,0.0748,0.0507,0.0074,0.386,0.0181,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8148,2.2189,2.2189,6.851351351351352,0.24748603351955303,0.463,include,-32.875,15.625,3000.0,18.41089,60.0,16.87151,17.933683,0.9520064,3.476467,1.4278523,36.0,South Africa Offshore,0.55399144,-0.048991436958312984
TEXAS_PSM_RR00358,GeoB8343-1,MC,0.0,1.0,-30.849,13.325,3089.0,0.508,0.4232,0.0835,0.0577,0.0079,0.4071,0.0206,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9334,2.3611,2.3611,7.30379746835443,0.25849514563106796,0.4232,include,-30.875,13.375,3100.0,18.48579,60.0,17.287891,18.107336,0.7378689,2.2697582,1.0258524,36.0,South Africa Offshore,0.5558294,-0.047829405784606926
TEXAS_PSM_RR00359,GeoB8317-1,MC,0.0,1.0,-32.329,15.163,2930.0,0.508,0.4508,0.0787,0.054,0.008,0.3891,0.0193,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.8443,2.2527,2.2527,6.75,0.25623747951192866,0.4508,include,-32.375,15.125,2900.0,18.40619,60.0,16.914991,17.937366,0.88956594,2.9405026,1.2719909,36.0,South Africa Offshore,0.5540304,-0.04603041839599609
TEXAS_PSM_RR00360,WM2 MC30,BC,0.0,2.0,46.5,-124.383,90.0,0.514,0.4653,0.0275,0.0153,0.0055,0.4781,0.0083,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0202,2.5066000000000006,2.5066000000000006,2.7818181818181817,0.09033102674396858,0.4653,include,46.375,-124.375,90.0,11.9798,15.0,10.86271,11.479291,4.30856,4.903005,3.677446,45.0,WA-OR Columbia River Outflow,0.48567608,0.028323920011520398
TEXAS_PSM_RR00361,OMEX 99-15,BC,0.0,1.0,39.58,-9.61,765.0,0.514,0.4117,0.0592,0.0357,0.0102,0.4663,0.0168,0.01,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.0936,2.5767,2.5767,3.5,0.1786807208432506,0.4117,include,39.625,-9.625,750.0,16.922491,35.0,15.7984,16.509209,0.5436887,3.61836,1.5220593,44.0,Tropical West African Offshore,0.5389143,-0.024914322853088366
TEXAS_PSM_RR00362,GeoB6421-1,GBC,0.0,1.0,-36.448,-22.445,4216.0,0.515,0.3914,0.0745,0.0493,0.0083,0.4551,0.0214,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.104,2.5805000000000002,2.5805000000000002,5.939759036144578,0.2170555372987184,0.3914,include,-36.375,-22.375,4200.0,16.69031,50.0,15.59809,16.348408,3.5894132,4.0692306,3.681442,37.0,South Atlantic Gyre,0.5372124,-0.02221237182617186
TEXAS_PSM_RR00363,GeoB8342-5,MC,0.0,1.0,-31.501,13.001,3521.0,0.52,0.4297,0.0832,0.0607,0.0082,0.397,0.0212,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,1.9020000000000001,2.3202,2.3202,7.402439024390243,0.2667017359284587,0.4297,include,-31.625,13.125,3500.0,18.42789,60.0,17.3681,18.084991,1.0891516,2.3803527,1.3476354,36.0,South Africa Offshore,0.5555929,-0.035592894554138166
TEXAS_PSM_RR00364,GeoB6422-5,GBC,0.0,1.0,-35.707,-22.733,3972.0,0.527,0.3763,0.0795,0.0581,0.0088,0.4554,0.0218,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1309000000000005,2.6081000000000003,2.6081000000000003,6.602272727272727,0.2347658755612572,0.3763,include,-35.625,-22.625,4000.0,17.45229,55.0,15.96571,16.945686,2.8762474,3.5048547,3.006697,37.0,South Atlantic Gyre,0.54353416,-0.01653415966033933
TEXAS_PSM_RR00365,GeoB2811-1,MC,0.0,1.0,-35.753,-52.27,1789.0,0.528,0.4131,0.0395,0.0261,0.0052,0.5033,0.0128,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1717,2.6877999999999997,2.6877999999999997,5.01923076923077,0.12063383881410804,0.4131,include,-35.875,-52.375,1800.0,19.0392,55.0,17.76951,18.471376,2.8370938,6.3122654,4.1641464,13.0,Eastern South America Offshore,0.55968255,-0.031682548046112036
TEXAS_PSM_RR00366,TSP-1,MC,0.0,1.0,-47.572,147.49,1301.0,0.532,0.3961,0.0619,0.0392,0.006,0.4718,0.0251,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1459,2.6428000000000003,2.6428000000000003,6.533333333333333,0.17731788079470198,0.3961,include,-47.625,147.375,1300.0,10.44191,950.0,5.17549,8.213442,14.068951,29.484034,20.629488,41.0,Tasman-Antarctica 140E Transect,0.4511093,0.08089070987701419
TEXAS_PSM_RR00367,T89-32,BC,0.0,1.0,-14.96,10.668,3342.0,0.537,0.335,0.0896,0.0627,0.0087,0.4717,0.0324,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.2575,2.7616,2.7616,7.206896551724139,0.2420688618252894,0.335,include,-14.875,10.625,3300.0,22.426891,30.0,18.84589,21.44063,1.2580531,3.360126,1.6732394,48.0,Western African Upwelling,0.59111005,-0.05411005067825314
TEXAS_PSM_RR00368,IS-S2,MC,0.0,0.5,48.178,-9.707,1035.0,0.537,0.3909,0.0662,0.0486,0.0098,0.4662,0.0184,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1311999999999998,2.6158,2.6158,4.959183673469387,0.20453053184504266,0.3909,include,48.125,-9.625,1050.0,14.05589,45.0,13.149,13.728092,2.6675036,4.4155126,3.1086547,26.0,North Atlantic,0.5094781,0.027521907806396517
TEXAS_PSM_RR00369,GeoB2824-1,MC,0.0,2.0,-33.498,-42.498,4512.0,0.537,0.3785,0.0674,0.0502,0.0068,0.4759,0.0212,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1766,2.6737,2.6737,7.382352941176471,0.2001609010458568,0.3785,include,-33.375,-42.375,4500.0,20.05311,75.0,18.3147,19.435678,0.9895934,2.5266552,1.3272903,54.0,Eastern South America Offshore_far,0.569889,-0.03288900899887082
TEXAS_PSM_RR00370,GeoB2809-2,MC,0.0,1.0,-36.332,-51.522,3539.0,0.538,0.4045,0.0532,0.0395,0.0061,0.4803,0.0163,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1369,2.6335,2.6335,6.475409836065573,0.165938864628821,0.4045,include,-36.375,-51.625,3500.0,19.7224,55.0,18.99301,19.455835,1.9503324,3.559052,2.4595423,13.0,Eastern South America Offshore,0.57010233,-0.03210233402252194
TEXAS_PSM_RR00371,T89-36,BC,0.0,1.0,-22.602,13.838,131.0,0.54,0.3522,0.0556,0.0336,0.0111,0.5269,0.0206,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.3461,2.8936,2.8936,3.0270270270270268,0.15483173819079965,0.3522,include,-22.625,13.875,125.0,15.7812,10.0,15.244309,15.605133,4.3001957,4.4522843,4.34274,48.0,Western African Upwelling,0.5293453,0.010654726028442418
TEXAS_PSM_RR00372,OMEX 98-5,BC,0.0,1.0,41.63,-9.48,765.0,0.54,0.3804,0.0671,0.0484,0.0114,0.4737,0.019,0.04,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1689000000000003,2.6616000000000004,2.6616000000000004,4.245614035087719,0.20480955455132344,0.3804,include,41.625,-9.375,750.0,16.237509,40.0,15.0409,15.750836,1.2419388,4.4175587,2.151277,44.0,Tropical West African Offshore,0.5308875,0.009112515449523961
TEXAS_PSM_RR00373,GeoB6423-1,GBC,0.0,1.0,-35.253,-22.992,3963.0,0.541,0.3667,0.0766,0.057,0.009,0.4665,0.0241,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.18,2.6706,2.6706,6.333333333333334,0.2252053063802906,0.3667,include,-35.375,-22.875,4000.0,17.730991,55.0,16.22109,17.215767,2.6564655,3.2722044,2.785331,37.0,South Atlantic Gyre,0.5463928,-0.005392798423767053
TEXAS_PSM_RR00374,Peru Margin PM1,KC,0.0,1.0,-11.983,-77.317,100.0,0.542,0.3144,0.0481,0.0326,0.0102,0.5806,0.014,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.5223,3.1169,3.1169,3.1960784313725483,0.13260393873085338,0.3144,include,-11.875,-77.375,100.0,18.81739,5.0,18.31251,18.564949,10.088974,10.616202,10.352589,10.0,East Equatorial Pacific,0.56067294,-0.018672938823699914
TEXAS_PSM_RR00375,T89-40,BC,0.0,1.0,-21.617,6.782,3060.0,0.543,0.3533,0.0909,0.0732,0.0068,0.4476,0.0282,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1609,2.6367,2.6367,10.764705882352942,0.26426472862223593,0.3533,include,-21.625,6.875,3100.0,20.127691,55.0,18.73399,19.766502,0.8476505,0.9900636,0.8669905,48.0,Western African Upwelling,0.5733906,-0.030390603065490684
TEXAS_PSM_RR00376,GeoB2022-3,MC,0.0,2.0,-34.435,-20.908,4016.0,0.547,0.365,0.0852,0.0687,0.0081,0.4466,0.0263,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1385,2.6114,2.6114,8.481481481481481,0.2551582926445109,0.365,include,-34.375,-20.875,4000.0,18.637291,50.0,17.64559,18.324322,1.6770941,1.9898103,1.7413146,37.0,South Atlantic Gyre,0.5581261,-0.011126091957092243
TEXAS_PSM_RR00377,GeoB6424-2,GBC,0.0,1.0,-34.608,-23.276,3820.0,0.549,0.3562,0.077,0.0589,0.009,0.4729,0.0259,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.217,2.7158,2.7158,6.544444444444445,0.22510486251359327,0.3562,include,-34.625,-23.375,3800.0,18.50429,55.0,17.10769,18.025646,1.9450059,2.5195804,2.0709326,37.0,South Atlantic Gyre,0.5549648,-0.005964780807495074
TEXAS_PSM_RR00378,GeoB2810-2,MC,0.0,1.0,-35.98,-51.978,2909.0,0.555,0.3929,0.0493,0.0382,0.0065,0.4964,0.0166,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1971999999999996,2.7102000000000004,2.7102000000000004,5.8769230769230765,0.15485996705107086,0.3929,include,-35.875,-51.875,2900.0,19.8237,55.0,19.15131,19.567337,1.7522743,3.5649762,2.3655143,13.0,Eastern South America Offshore,0.5712825,-0.016282505989074658
TEXAS_PSM_RR00379,GeoB9501-4,MC,0.0,1.0,16.843,-16.733,330.0,0.556,0.3176,0.0607,0.0439,0.0161,0.5458,0.016,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.444,3.0058,3.0058,2.7267080745341614,0.17684981684981685,0.3176,include,16.875,-16.625,325.0,23.44071,35.0,20.678709,22.638111,7.354079,13.728462,8.387793,44.0,Tropical West African Offshore,0.60378456,-0.04778456115722651
TEXAS_PSM_RR00380,T89-47,BC,0.0,1.0,-8.787,4.427,5362.0,0.556,0.3528,0.0878,0.0719,0.0055,0.4494,0.0326,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.1761,2.6580999999999997,2.6580999999999997,13.072727272727274,0.25525339925834367,0.3528,include,-8.875,4.375,5400.0,25.28129,40.0,20.4068,24.099407,0.35112488,6.800399,1.672267,48.0,Western African Upwelling,0.6192514,-0.06325137042999263
TEXAS_PSM_RR00381,GeoB2825-3,MC,0.0,2.0,-32.5,-41.432,4352.0,0.557,0.3717,0.0665,0.0514,0.0071,0.4784,0.0249,-999.0,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027,2.2038,2.7070999999999996,2.7070999999999996,7.23943661971831,0.19894954639503423,0.3717,include,-32.625,-41.375,4400.0,20.619791,75.0,18.73979,19.974749,0.65796006,1.8677835,0.9246819,54.0,Eastern South America Offshore_far,0.5755947,-0.018594723224639842
