sampleID,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,RI_zhang16,RI_zhang16_revised,RI_0to5,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,QC_flag,cline_calculation_method_temperature,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,thermocline_T_weightedIntegral,SST,cline_calculation_method_nitrate,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,thermocline_nitrate_weightedIntegral,region_ID,regionName
TEXAS_PSM_RR00524,GeoB10725-3,MC,0.0,1.0,42.05,16.216,94.0,0.460674157,0.403,0.048,0.021,0.009,0.507,0.011,0.2,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.189,2.7070000000000003,2.7070000000000003,2.3333333333333335,0.13087248322147652,0.403,include,grad_cal,20.0,15.905200004577637,17.452966690063477,15.013415762661895,17.876991271972656,grad_cal,0.7952463626861572,0.5333383679389954,0.6661652326583862,0.4479534646239863,24.0,Mediterranean
TEXAS_PSM_RR00525,GeoB10726-3,MC,0.0,1.0,42.0,16.717,183.0,0.445652174,0.382,0.051,0.024,0.008,0.526,0.009,0.09,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.2630000000000003,2.798,2.798,3.0,0.1343042071197411,0.382,include,grad_cal,20.0,16.138710021972656,17.619434356689453,15.2188726994283,18.019908905029297,grad_cal,0.8856360912322998,0.44388923048973083,0.6897198557853699,0.4842886205204149,24.0,Mediterranean
TEXAS_PSM_RR00526,GeoB10727-3,MC,0.0,1.0,41.801,16.617,101.0,0.422413793,0.373,0.067,0.029,0.01,0.511,0.01,0.11,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.239,2.76,2.76,2.9,0.16905901116427433,0.373,include,grad_cal,20.0,16.110010147094727,17.589262008666992,15.156662225795012,17.9761905670166,grad_cal,0.7996021509170532,0.4802301824092865,0.6528881192207336,0.43731452570866414,24.0,Mediterranean
TEXAS_PSM_RR00527,GeoB10728-3,MC,0.0,1.0,41.783,16.858,194.0,0.529411765,0.351,0.072,0.048,0.013,0.496,0.02,0.05,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.271,2.787,2.787,3.6923076923076925,0.2049306625577812,0.351,include,grad_cal,20.0,16.15009117126465,17.600156784057617,15.199876305522254,17.98689079284668,grad_cal,0.8529943227767944,0.43793565034866333,0.6678274869918823,0.46787675745175406,24.0,Mediterranean
TEXAS_PSM_RR00528,GeoB10729-4,MC,0.0,1.0,41.647,17.191,712.0,0.584795322,0.305,0.071,0.057,0.014,0.525,0.029,0.03,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.443,2.997,2.997,4.071428571428571,0.20402298850574713,0.305,include,grad_cal,25.0,15.394800186157227,17.293376922607422,14.873718286337946,17.920108795166016,grad_cal,0.8746865391731262,0.35246771574020386,0.6279877424240112,0.542984706132577,24.0,Mediterranean
TEXAS_PSM_RR00529,GeoB10730-3,MC,0.0,1.0,41.5,17.05,183.0,0.5,0.326,0.073,0.048,0.013,0.527,0.012,0.06,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.3640000000000003,2.9030000000000005,2.9030000000000005,3.6923076923076925,0.19910846953937592,0.326,include,grad_cal,25.0,15.394800186157227,17.293376922607422,14.873718286337946,17.920108795166016,grad_cal,0.8584535121917725,0.3301357328891754,0.6205683946609497,0.48764802660268536,24.0,Mediterranean
TEXAS_PSM_RR00530,GeoB10731-3,MC,0.0,1.0,41.5,16.658,96.0,0.455445545,0.377,0.055,0.027,0.009,0.523,0.01,0.06,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.2680000000000002,2.801,2.801,3.0,0.14583333333333334,0.377,include,grad_cal,20.0,16.035110473632812,17.505014419555664,15.059242793917246,17.88490867614746,grad_cal,0.8086233735084534,0.4772220253944397,0.6634876132011414,0.4532849337509932,24.0,Mediterranean
TEXAS_PSM_RR00531,GeoB10732-3,MC,0.0,1.0,41.5,16.407,51.0,0.386666667,0.376,0.046,0.019,0.007,0.549,0.003,0.14,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.313,2.865,2.865,2.714285714285714,0.1153846153846154,0.376,include,grad_cal,20.0,16.021190643310547,17.52297019958496,15.97396600536337,17.901708602905273,grad_cal,0.786114513874054,0.5289794206619263,0.6755772233009338,0.45042392308932466,24.0,Mediterranean
TEXAS_PSM_RR00532,GeoB10733-3,MC,0.0,1.0,41.5,16.225,22.0,0.45,0.379,0.055,0.029,0.01,0.522,0.006,0.25,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.255,2.783,2.783,2.9,0.15112540192926044,0.379,include,grad_cal,10.0,17.45840072631836,17.850196838378906,17.605708083218758,17.915990829467773,grad_cal,0.8250596523284912,0.7786979675292969,0.7574995756149292,0.6250220379092666,24.0,Mediterranean
TEXAS_PSM_RR00533,GeoB10734-3,MC,0.0,1.0,41.667,16.242,18.0,0.435897436,0.382,0.044,0.021,0.008,0.54,0.005,0.29,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.29,2.835,2.835,2.625,0.11812297734627833,0.382,include,grad_cal,10.0,17.45840072631836,17.850196838378906,17.605708083218758,17.915990829467773,grad_cal,0.8193157911300659,0.7561027407646179,0.747246503829956,0.621324949972453,24.0,Mediterranean
TEXAS_PSM_RR00534,GeoB10735-3,MC,0.0,1.0,41.5,17.308,733.0,0.578313253,0.305,0.07,0.059,0.012,0.528,0.025,0.02,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.4360000000000004,2.9890000000000003,2.9890000000000003,4.916666666666666,0.20317002881844382,0.305,include,grad_cal,25.0,15.521599769592285,17.37957191467285,14.962186203077485,17.986099243164062,grad_cal,0.8853034377098083,0.36620062589645386,0.6473703384399414,0.5491367451294734,24.0,Mediterranean
TEXAS_PSM_RR00535,GeoB10736-3,MC,0.0,1.0,40.758,18.192,123.0,0.487603306,0.356,0.062,0.035,0.011,0.524,0.013,0.07,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.313,2.85,2.85,3.181818181818182,0.16744186046511628,0.356,include,grad_cal,25.0,16.463790893554688,17.88482093811035,15.495265329653396,18.276390075683594,grad_cal,0.805600643157959,0.46548283100128174,0.6605650782585144,0.495313727333317,24.0,Mediterranean
TEXAS_PSM_RR00536,GeoB10737-3,MC,0.0,1.0,40.625,18.329,113.0,0.473684211,0.37,0.06,0.034,0.01,0.515,0.01,0.09,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.258,2.783,2.783,3.4000000000000004,0.16534181240063592,0.37,include,grad_cal,25.0,16.65699005126953,17.971471786499023,15.568044637040462,18.317291259765625,grad_cal,0.805600643157959,0.46548283100128174,0.6605650782585144,0.495313727333317,24.0,Mediterranean
TEXAS_PSM_RR00537,GeoB10738-3,MC,0.0,1.0,40.546,18.467,112.0,0.537878788,0.357,0.061,0.035,0.013,0.511,0.023,0.08,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.306,2.84,2.84,2.6923076923076925,0.16951788491446346,0.357,include,grad_cal,25.0,16.65699005126953,17.971471786499023,15.568044637040462,18.317291259765625,grad_cal,0.7439144849777222,0.47478923201560974,0.6251919269561768,0.49724710571366715,24.0,Mediterranean
TEXAS_PSM_RR00538,GeoB10739-3,MC,0.0,1.0,40.5,18.642,565.0,0.548387097,0.324,0.07,0.051,0.011,0.521,0.023,0.04,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.3810000000000002,2.925,2.925,4.636363636363637,0.1952662721893491,0.324,include,grad_cal,25.0,16.666210174560547,18.008407592773438,15.585580501632196,18.386009216308594,grad_cal,0.5492410063743591,0.2565704584121704,0.41480734944343567,0.3448599322102688,24.0,Mediterranean
TEXAS_PSM_RR00539,GeoB10740-3,MC,0.0,1.0,40.392,18.583,128.0,0.491803279,0.345,0.062,0.037,0.012,0.531,0.011,0.06,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.3400000000000003,2.8820000000000006,2.8820000000000006,3.083333333333333,0.16998468606431852,0.345,include,grad_cal,30.0,16.20629119873047,17.885597229003906,15.42378526503335,18.398908615112305,grad_cal,0.7439144849777222,0.38584113121032715,0.5979481339454651,0.4932756029838944,24.0,Mediterranean
TEXAS_PSM_RR00540,GeoB10741-3,MC,0.0,1.0,40.233,18.667,287.0,0.5,0.352,0.063,0.039,0.011,0.521,0.013,0.05,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.31,2.844,2.844,3.545454545454546,0.17465224111282843,0.352,include,grad_cal,35.0,15.826889991760254,17.832780838012695,15.552016414128405,18.516399383544922,grad_cal,0.45014122128486633,0.11672618240118027,0.2808891534805298,0.3416673166690414,24.0,Mediterranean
TEXAS_PSM_RR00541,GeoB10742-3,MC,0.0,1.0,39.716,18.776,599.0,0.575757576,0.3,0.07,0.059,0.012,0.534,0.024,0.04,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.4560000000000004,3.0140000000000002,3.0140000000000002,4.916666666666666,0.2017167381974249,0.3,include,grad_cal,35.0,16.38930892944336,18.261266708374023,15.762185264789412,18.952091217041016,grad_cal,0.36097079515457153,0.07719726860523224,0.20831383764743805,0.2776097921121864,24.0,Mediterranean
TEXAS_PSM_RR00542,GeoB10743-3,MC,0.0,1.0,39.825,18.642,124.0,0.469565217,0.346,0.061,0.04,0.014,0.539,0.0,0.05,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.339,2.878,2.878,2.857142857142857,0.17584097859327216,0.346,include,grad_cal,35.0,16.1243896484375,18.06053924560547,15.536039334490688,18.692890167236328,grad_cal,0.36097079515457153,0.07719726860523224,0.20831383764743805,0.2776097921121864,24.0,Mediterranean
TEXAS_PSM_RR00543,GeoB10744-3,MC,0.0,1.0,39.85,18.6,117.0,0.491935484,0.341,0.063,0.038,0.012,0.535,0.011,0.07,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.359,2.9050000000000002,2.9050000000000002,3.1666666666666665,0.17147192716236723,0.341,include,grad_cal,35.0,16.1243896484375,18.06053924560547,15.536039334490688,18.692890167236328,grad_cal,0.4547041952610016,0.10711533576250076,0.3022158443927765,0.30218410377059585,24.0,Mediterranean
TEXAS_PSM_RR00544,GeoB10746-3,MC,0.0,1.0,39.908,16.758,157.0,0.5,0.338,0.062,0.037,0.011,0.539,0.014,0.06,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.3810000000000002,2.934,2.934,3.3636363636363638,0.16591251885369532,0.338,include,grad_cal,25.0,17.73291015625,18.744422912597656,16.291419245975867,19.006290435791016,grad_cal,0.5539489984512329,0.2442682385444641,0.38745397329330444,0.32595236503582825,24.0,Mediterranean
TEXAS_PSM_RR00545,GeoB10747-3,MC,0.0,1.0,39.725,16.975,246.0,0.529411765,0.323,0.064,0.041,0.013,0.54,0.018,0.04,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.4170000000000003,2.975,2.975,3.153846153846154,0.17455621301775148,0.323,include,grad_cal,25.0,17.819608688354492,18.852890014648438,16.39486125738076,19.143409729003906,grad_cal,0.5251107811927795,0.22664441168308258,0.38319137692451477,0.3234669754402948,24.0,Mediterranean
TEXAS_PSM_RR00546,GeoB10748-3,MC,0.0,1.0,39.667,17.05,288.0,0.545454545,0.328,0.065,0.05,0.012,0.53,0.016,0.05,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.3850000000000002,2.9310000000000005,2.9310000000000005,4.166666666666667,0.1887072808320951,0.328,include,grad_cal,30.0,17.2349910736084,18.676015853881836,16.07556172006391,19.084308624267578,grad_cal,0.5251107811927795,0.19557082653045654,0.35913407802581787,0.33302576066502665,24.0,Mediterranean
TEXAS_PSM_RR00547,GeoB10749-3,MC,0.0,1.0,39.6,17.183,278.0,0.556962025,0.308,0.07,0.049,0.012,0.533,0.027,0.05,2010,Leider2010,,http://dx.doi.org/10.1016/j.epsl.2010.09.042,2.4440000000000004,3.0040000000000004,3.0040000000000004,4.083333333333333,0.18958031837916062,0.308,include,grad_cal,30.0,17.2349910736084,18.676015853881836,16.07556172006391,19.084308624267578,grad_cal,0.5056098103523254,0.20767086744308472,0.36621934175491333,0.3812701645118534,24.0,Mediterranean
TEXAS_PSM_RR00562,RS08-MC601,MC,5.0,6.0,27.712,35.047,863.0,0.774,0.1705,0.0584,0.0995,0.02,0.5709,0.0807,0.03,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,2.9238,3.5754,3.5754,4.9750000000000005,0.21446654611211577,0.1705,include,grad_cal,35.0,24.192590713500977,25.053775787353516,23.578034477567876,25.25749969482422,grad_cal,0.01658034697175026,0.014377986080944538,0.014221294783055782,0.11739419976829221,31.0,Red Sea
TEXAS_PSM_RR00563,RS53-MC367,MC,5.0,6.0,15.56,41.67,604.0,0.799,0.1146,0.0457,0.0807,0.019,0.6577,0.0823,0.03,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2241,3.9641,3.9641,4.247368421052632,0.16421956177998642,0.1146,include,grad_cal,60.0,24.628108978271484,27.771512985229492,24.833406663348775,28.99980926513672,grad_cal,0.018855063244700432,2.280038833618164,0.30305349826812744,3.643903751331493,31.0,Red Sea
TEXAS_PSM_RR00564,RS13-MC360,MC,5.0,6.0,26.292,35.36,1175.0,0.807,0.1231,0.0545,0.1113,0.0241,0.5947,0.0924,0.07,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.0978000000000003,3.7849000000000004,3.7849000000000004,4.618257261410788,0.21653363740022807,0.1231,include,grad_cal,45.0,23.883909225463867,25.057025909423828,23.47307134873459,25.44940948486328,grad_cal,0.013319479301571846,0.019315063953399658,0.012458283454179764,0.35873527491312107,31.0,Red Sea
TEXAS_PSM_RR00565,RS15-MC362,MC,5.0,6.0,25.75,35.085,666.0,0.809,0.1112,0.0477,0.0924,0.0213,0.6395,0.0878,0.03,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2056,3.9329,3.9329,4.338028169014084,0.1816135928884888,0.1112,include,grad_cal,45.0,23.99028968811035,25.09423065185547,23.53647745326957,25.432809829711914,grad_cal,0.024058625102043152,0.03974831849336624,0.024925975129008293,0.43022375432618926,31.0,Red Sea
TEXAS_PSM_RR00566,RS09-MC596,MC,5.0,6.0,27.053,35.405,628.0,0.81,0.0989,0.047,0.0962,0.0222,0.654,0.0816,0.01,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2484,3.984,3.984,4.333333333333333,0.18357380688124306,0.0989,include,grad_cal,35.0,24.24890899658203,25.122629165649414,23.541806824561,25.329790115356445,grad_cal,0.011335085146129131,0.009736885316669941,0.009219248779118061,0.14257925686810805,31.0,Red Sea
TEXAS_PSM_RR00567,RS01-MC359,MC,5.0,6.0,27.687,34.597,1018.0,0.813,0.1013,0.0459,0.0906,0.0226,0.6541,0.0855,0.01,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2533000000000003,3.9929000000000006,3.9929000000000006,4.008849557522124,0.17703349282296652,0.1013,include,grad_cal,35.0,24.041990280151367,24.790735244750977,23.512551867145834,24.993799209594727,grad_cal,0.021851427853107452,0.020390093326568604,0.019212154671549797,0.1260907939790468,31.0,Red Sea
TEXAS_PSM_RR00568,RS17-MC363,MC,5.0,6.0,25.522,35.608,941.0,0.825,0.1137,0.0497,0.1137,0.022,0.6022,0.0988,0.05,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.1471,3.8480999999999996,3.8480999999999996,5.168181818181818,0.20916064981949456,0.1137,include,grad_cal,45.0,24.325000762939453,25.42188835144043,23.81425289739783,25.803190231323242,grad_cal,0.013973026536405087,0.038964495062828064,0.017064720392227173,0.4268037671616728,31.0,Red Sea
TEXAS_PSM_RR00569,RS51-MC366,MC,5.0,6.0,17.362,40.022,475.0,0.829,0.0904,0.043,0.0983,0.0195,0.6583,0.0905,0.03,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2933,4.0421,4.0421,5.041025641025641,0.1767810026385224,0.0904,include,grad_cal,60.0,26.43069076538086,28.489830017089844,25.81071851799495,29.25419044494629,grad_cal,0.00715955113992095,1.0798419713974,0.14722053706645966,2.596328025868204,31.0,Red Sea
TEXAS_PSM_RR00570,RS50-MC105,MC,5.0,6.0,18.602,39.057,501.0,0.839,0.0808,0.0422,0.1028,0.0186,0.6564,0.0992,0.04,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3259999999999996,4.0816,4.0816,5.526881720430108,0.17798085291557877,0.0808,include,grad_cal,70.0,26.27389907836914,28.368404388427734,26.002540554244895,29.14299964904785,grad_cal,0.006143529433757067,0.6651725769042969,0.08631838858127594,2.3592313988656413,31.0,Red Sea
TEXAS_PSM_RR00571,RS19-MC364,MC,5.0,6.0,24.76,36.23,1185.0,0.841,0.1061,0.0458,0.1216,0.021,0.6056,0.0999,0.05,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.174,3.8794999999999997,3.8794999999999997,5.79047619047619,0.21076183018234698,0.1061,include,grad_cal,40.0,25.043909072875977,25.96027183532715,24.3257520339116,26.253190994262695,grad_cal,0.003971498925238848,0.006649655755609274,0.0025870664976537228,0.3188072230936859,31.0,Red Sea
TEXAS_PSM_RR00572,RS39-MC95,MC,5.0,6.0,19.907,38.012,713.0,0.858,0.0721,0.0368,0.1015,0.0208,0.6691,0.0996,0.03,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3770000000000002,4.145700000000001,4.145700000000001,4.8798076923076925,0.17148092261263204,0.0721,include,grad_cal,60.0,26.27301025390625,27.940216064453125,25.74662169345323,28.571609497070312,grad_cal,0.0052276053465902805,0.005124649498611689,0.0011709360405802727,1.624635113708806,31.0,Red Sea
TEXAS_PSM_RR00573,RS44-MC111,MC,5.0,6.0,19.458,38.722,1825.0,0.86,0.0781,0.0372,0.1074,0.0211,0.6565,0.0998,0.04,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3405,4.0968,4.0968,5.090047393364928,0.1797180043383948,0.0781,include,grad_cal,65.0,26.320110321044922,28.122900009155273,25.81620039355592,28.818208694458008,grad_cal,0.005260466132313013,0.03305341675877571,0.004944231361150742,1.979336217752922,31.0,Red Sea
TEXAS_PSM_RR00574,RS46-MC108,MC,5.0,6.0,19.135,39.053,1657.0,0.861,0.0747,0.0367,0.1016,0.0194,0.6622,0.1054,0.05,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3685,4.1361,4.1361,5.237113402061856,0.1704312114989733,0.0747,include,grad_cal,70.0,26.19470977783203,28.21405029296875,25.833095184890492,28.983509063720703,grad_cal,0.005716217681765556,0.11962997913360596,0.014932580292224884,2.2396479728957406,31.0,Red Sea
TEXAS_PSM_RR00575,RS23-MC365,MC,5.0,6.0,23.312,36.712,1024.0,0.865,0.0828,0.0393,0.1143,0.0215,0.6269,0.1152,0.05,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3007999999999997,4.0428999999999995,4.0428999999999995,5.316279069767442,0.19090710859136503,0.0828,include,grad_cal,45.0,25.488990783691406,26.50308609008789,24.83862117888237,26.83129119873047,grad_cal,0.003422089386731386,0.004833127837628126,0.0015826852759346366,0.5456526156723527,31.0,Red Sea
TEXAS_PSM_RR00576,RS24-MC71,MC,5.0,6.0,23.392,36.982,1387.0,0.865,0.0874,0.0402,0.1155,0.0205,0.6156,0.1207,0.07,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2779000000000003,4.014200000000001,4.014200000000001,5.634146341463414,0.19309589041095887,0.0874,include,grad_cal,45.0,25.58868980407715,26.629287719726562,24.925467833390083,26.95850944519043,grad_cal,0.003225076710805297,0.0030340831726789474,0.001385162235237658,0.5766767210460746,31.0,Red Sea
TEXAS_PSM_RR00577,RS42-MC113,MC,5.0,6.0,19.64,38.608,1991.0,0.866,0.0749,0.0385,0.1079,0.0231,0.639,0.1167,0.07,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3464,4.1021,4.1021,4.670995670995671,0.18320363164721143,0.0749,include,grad_cal,65.0,26.183109283447266,28.01802635192871,25.74207888792418,28.74319076538086,grad_cal,0.004896840546280146,0.01863321289420128,0.003099046414718032,1.980038461283655,31.0,Red Sea
TEXAS_PSM_RR00578,RS41-MC101,MC,5.0,6.0,20.105,38.423,2309.0,0.866,0.0841,0.0401,0.1228,0.0238,0.617,0.1122,0.08,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2739,4.0031,4.0031,5.159663865546219,0.20384321432470792,0.0841,include,grad_cal,60.0,26.60140037536621,27.99229621887207,26.15506817251687,28.552000045776367,grad_cal,0.004351044073700905,0.010451417416334152,0.0016680593835189939,1.7346008433317313,31.0,Red Sea
TEXAS_PSM_RR00579,RS26-MC73,MC,5.0,6.0,22.915,37.377,1324.0,0.867,0.0771,0.0373,0.1111,0.0236,0.6423,0.1086,0.05,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3339,4.0848,4.0848,4.707627118644068,0.1863690540686965,0.0771,include,grad_cal,45.0,25.799100875854492,26.964672088623047,25.120335130979186,27.28519058227539,grad_cal,0.003191236639395356,0.0013359199510887265,0.0008746689418330789,0.5940054199223874,31.0,Red Sea
TEXAS_PSM_RR00580,RS31-MC85,MC,5.0,6.0,21.428,37.98,1538.0,0.876,0.0795,0.0377,0.1249,0.0236,0.6174,0.1169,0.11,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.2954999999999997,4.0298,4.0298,5.2923728813559325,0.20228136882129277,0.0795,include,grad_cal,60.0,25.532390594482422,27.36073112487793,25.240139612762462,28.044389724731445,grad_cal,0.004029938951134682,0.013794850558042526,0.0021243011578917503,1.445512507442582,31.0,Red Sea
TEXAS_PSM_RR00581,RS29-MC79,MC,5.0,6.0,22.252,37.782,1521.0,0.886,0.0768,0.0327,0.1125,0.0226,0.6377,0.1177,0.09,2009,Trommer2009,,http://dx.doi.org/10.1016/j.orggeochem.2009.03.001,3.3471,4.1025,4.1025,4.977876106194691,0.18175909878682842,0.0768,include,grad_cal,45.0,26.029508590698242,27.26774024963379,25.29255662348689,27.595190048217773,grad_cal,0.003671289188787341,0.00803631916642189,0.0018647414399310946,0.6312028236581426,31.0,Red Sea
TEXAS_PSM_RR00583,HQ08-48PC,PC,0.0,5.0,16.96,110.53,1474.0,0.68,0.2286,0.0575,0.0696,0.01,0.592,0.0424,0.06,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.7643,3.3987000000000003,3.3987000000000003,6.959999999999999,0.1777057679844459,0.2286,include,grad_cal,35.0,25.638700485229492,26.957983016967773,23.83714156384117,27.27849006652832,grad_cal,0.12279624491930008,0.006264836993068457,0.0687718391418457,1.266504256589433,38.0,South China Sea
TEXAS_PSM_RR00584,MD05-2903,PC,0.0,5.0,19.46,116.25,2066.0,0.688,0.217,0.0631,0.0781,0.0121,0.5811,0.0487,0.04,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.7747999999999995,3.4046,3.4046,6.454545454545455,0.19576043927978548,0.217,include,grad_cal,80.0,21.869609832763672,25.143875122070312,21.26461371404708,26.74319076538086,grad_cal,0.055354662239551544,2.295372486114502,0.3143240809440613,5.2203426575556815,38.0,South China Sea
TEXAS_PSM_RR00585,MD05-2898,PC,0.0,5.0,13.79,112.18,2395.0,0.689,0.2218,0.0617,0.0802,0.0115,0.5795,0.0453,0.06,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.7558000000000002,3.3806000000000003,3.3806000000000003,6.973913043478261,0.19712156258031355,0.2218,include,grad_cal,60.0,23.340490341186523,26.510393142700195,22.344820417264053,27.668310165405273,grad_cal,0.028112465515732765,1.640462875366211,0.29395294189453125,4.534793523179389,38.0,South China Sea
TEXAS_PSM_RR00586,MD05-2905,PC,0.0,5.0,20.14,117.36,1647.0,0.69,0.2086,0.0621,0.0772,0.0124,0.5913,0.0484,0.03,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.8125,3.4522000000000004,3.4522000000000004,6.225806451612904,0.1916856204195097,0.2086,include,grad_cal,70.0,23.099889755249023,25.582271575927734,22.093443304554885,26.654590606689453,grad_cal,0.05851733312010765,1.1057476997375488,0.16217470169067383,4.08999202895555,38.0,South China Sea
TEXAS_PSM_RR00587,MD05-2900,PC,0.0,5.0,14.39,110.7,1455.0,0.691,0.2101,0.0603,0.0768,0.0116,0.5949,0.0464,0.05,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.8139,3.4551999999999996,3.4551999999999996,6.620689655172414,0.1882278481012658,0.2101,include,grad_cal,40.0,24.673709869384766,26.73748207092285,22.987124497651678,27.460189819335938,grad_cal,0.036117661744356155,0.1678990125656128,0.034857891499996185,2.389734276354771,38.0,South China Sea
TEXAS_PSM_RR00588,MD05-2902,PC,0.0,5.0,17.96,114.96,3697.0,0.698,0.1999,0.0616,0.0812,0.0109,0.5964,0.0501,0.03,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.8427000000000002,3.4892000000000003,3.4892000000000003,7.4495412844036695,0.19207698075481125,0.1999,include,grad_cal,50.0,24.417190551757812,26.41712188720703,22.96611422247902,27.059391021728516,grad_cal,0.05586088448762894,0.00873491819947958,0.023559438064694405,2.6669501106499856,38.0,South China Sea
TEXAS_PSM_RR00589,MD05-2894,PC,0.0,5.0,7.04,111.55,1982.0,0.726,0.1637,0.0535,0.0787,0.0142,0.6414,0.0485,0.03,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,3.0130999999999997,3.703,3.703,5.542253521126761,0.1750567977998326,0.1637,include,grad_cal,70.0,24.45060920715332,27.549955368041992,23.40208272445309,28.564208984375,grad_cal,0.017208172008395195,1.7139023542404175,0.27139201760292053,5.492020463209554,38.0,South China Sea
TEXAS_PSM_RR00590,MD05-2896,PC,0.0,5.0,8.825,111.4411667,1657.0,0.689,0.2178,0.0587,0.0804,0.0098,0.5938,0.0395,0.04,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,2.7821,3.4154,3.4154,8.204081632653061,0.19036052160572745,0.2178,include,grad_cal,90.0,22.30451011657715,26.846343994140625,22.283350718000527,28.341609954833984,grad_cal,0.039208270609378815,4.578775882720947,0.7376754283905029,6.9743972313119835,38.0,South China Sea
TEXAS_PSM_RR00591,A5,,0.0,5.0,20.99576667,114.9797333,102.0,0.595,0.17,0.0597,0.0518,0.0159,0.6826,0.0201,0.03,2011,Wei2011,,http://dx.doi.org/10.1128/AEM.00580-11,3.0218,3.7244999999999995,3.7244999999999995,3.2578616352201255,0.1534754848813396,0.17,include,grad_cal,65.0,22.60511016845703,24.756441116333008,23.051886595351938,25.80820083618164,grad_cal,0.12919627130031586,0.2830085754394531,0.08361046016216278,0.4985909502288737,38.0,South China Sea
